framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,implementation_guidance_en,evidence_requirements,mapping_iso27001,mapping_nist,status,source_file
ITIL,v4.0,SLM.1,practices,Service Level Management,إدارة مستوى الخدمة,Service level management,إدارة مستوى الخدمة,preventive,4,Manage service levels. Define SLAs. Monitor performance. Report on achievement. Review regularly.,Level management|SLA definition|Performance monitoring|Achievement reporting|Regular review,A.15.1,ID.SC-4,active,controls_itil_v4_complete.csv
ITIL,v4.0,SLM.2,practices,Targets,تحديد الأهداف,Define service level targets,تحديد أهداف مستوى الخدمة,preventive,3,Define service level targets. Set measurable objectives. Align with needs. Enable monitoring. Document agreements.,Target definition|Measurable objectives|Needs alignment|Monitoring enabling|Agreement documentation,A.15.1,ID.SC-4,active,controls_itil_v4_complete.csv
ITIL,v4.0,IM.1,practices,Incident Management,إدارة الحوادث,Incident management,إدارة الحوادث,corrective,4,Manage incidents effectively. Restore service quickly. Minimize impact. Log all incidents. Escalate appropriately.,Effective management|Quick restoration|Impact minimization|Incident logging|Appropriate escalation,A.16.1,RS.RP-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,IM.2,practices,Incident Classification,تصنيف الحوادث,Classify and prioritize incidents,تصنيف وترتيب أولويات الحوادث,detective,3,Classify incidents by type. Prioritize by impact and urgency. Assign appropriately. Track status. Enable resolution.,Type classification|Impact/urgency prioritization|Appropriate assignment|Status tracking|Resolution enabling,A.16.1,DE.CM-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,PM.1,practices,Problem Management,إدارة المشاكل,Problem management,إدارة المشاكل,corrective,4,Manage problems proactively. Identify root causes. Implement permanent fixes. Prevent recurrence. Document solutions.,Proactive management|Root cause identification|Permanent fixes|Recurrence prevention|Solution documentation,A.16.1,RS.AN-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,PM.2,practices,Problem Analysis,تحليل المشاكل,Problem analysis,تحليل المشاكل,detective,4,Analyze problems systematically. Investigate root causes. Use problem-solving techniques. Document findings. Identify trends.,Systematic analysis|Root cause investigation|Technique usage|Finding documentation|Trend identification,A.16.1,RS.AN-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,GP.6,principles,Keep It Simple,البساطة,Keep it simple and practical,الحفاظ على البساطة والعملية,preventive,2,Keep things simple. Use minimum steps. Avoid complexity. Make practical. Enable usability.,Simplicity maintenance|Minimum steps|Complexity avoidance|Practicality|Usability enabling,A.12.1,PR.IP-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,CHG.1,practices,Change Management,إدارة التغيير,Change management,إدارة التغيير,preventive,4,Manage all changes. Assess risks and benefits. Obtain approvals. Plan implementation. Review post-implementation.,Change management|Risk/benefit assessment|Approval obtaining|Implementation planning|Post-implementation review,A.12.1,PR.IP-3,active,controls_itil_v4_complete.csv
ITIL,v4.0,REL.1,practices,Release Management,إدارة الإصدارات,Release management,إدارة الإصدارات,preventive,3,Manage releases effectively. Plan deployments. Test thoroughly. Coordinate rollout. Enable rollback.,Effective management|Deployment planning|Thorough testing|Rollout coordination|Rollback enabling,A.14.2,PR.IP-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,REL.2,practices,Deployment,النشر,Deploy releases,نشر الإصدارات,corrective,3,Deploy releases safely. Follow deployment plans. Verify success. Monitor performance. Address issues.,Safe deployment|Plan following|Success verification|Performance monitoring|Issue addressing,A.14.2,RS.RP-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,CFG.1,practices,Configuration Management,إدارة التكوين,Configuration management,إدارة التكوين,preventive,4,Manage configuration items. Maintain CMDB. Track relationships. Control changes. Enable reporting.,CI management|CMDB maintenance|Relationship tracking|Change control|Reporting enabling,A.8.1,ID.AM-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,CFG.2,practices,CMDB,CMDB,Configuration management database,قاعدة بيانات إدارة التكوين,preventive,4,Maintain accurate CMDB. Record all CIs. Update regularly. Verify accuracy. Enable queries.,Accurate CMDB|CI recording|Regular updates|Accuracy verification|Query enabling,A.8.1,ID.AM-3,active,controls_itil_v4_complete.csv
ITIL,v4.0,AST.1,practices,Asset Management,إدارة الأصول,IT asset management,إدارة أصول تقنية المعلومات,preventive,3,Manage IT assets throughout lifecycle. Track ownership. Maintain inventory. Optimize usage. Control costs.,Lifecycle management|Ownership tracking|Inventory maintenance|Usage optimization|Cost control,A.8.1,ID.AM-1,active,controls_itil_v4_complete.csv
ITIL,v4.0,AST.2,practices,Asset Lifecycle,دورة حياة الأصول,Asset lifecycle,دورة حياة الأصول,preventive,3,Manage asset lifecycle. Plan acquisition. Track deployment. Maintain assets. Dispose properly.,Lifecycle management|Acquisition planning|Deployment tracking|Asset maintenance|Proper disposal,A.8.1,ID.AM-2,active,controls_itil_v4_complete.csv
ITIL,v4.0,CHG.2,practices,Change Assessment,تقييم التغيير,Assess changes,تقييم التغييرات,detective,4,Assess change requests. Evaluate impact. Consider risks. Determine priority. Make authorization decisions.,Request assessment|Impact evaluation|Risk consideration|Priority determination|Authorization decisions,A.12.1,DE.CM-8,active,controls_itil_v4_complete.csv
ITIL,v4.0,MON.2,practices,Events,الأحداث,Event management,إدارة الأحداث,detective,3,Manage events effectively. Filter events. Correlate information. Determine significance. Take action.,Effective management|Event filtering|Information correlation|Significance determination|Action taking,A.12.4,DE.CM-1,active,controls_itil_v4_complete.csv
ISO31000,2018,6.4.1,framework,Apply Process,تطبيق العملية,Apply risk management process,تطبيق عملية إدارة المخاطر,preventive,4,Apply risk management process across organization. Implement at all levels. Integrate into projects. Include in operations. Enable application.,Process application|All-level implementation|Project integration|Operation inclusion|Application enabling,A.5.1,PR.IP-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,6.3.5,framework,Communication,الاتصالات,Establish communication,إنشاء الاتصالات,preventive,3,Establish communication and consultation mechanisms. Enable internal and external communication. Facilitate dialogue. Report on risks. Share information.,Communication establishment|Internal/external enabling|Dialogue facilitation|Risk reporting|Information sharing,A.16.1,RS.CO-1,active,controls_iso31000_2018_complete.csv
GAZT-WHT,v1.0,16.2,agents,Intermediaries,الوسطاء,Intermediary role,دور الوسطاء,preventive,2,Intermediaries must withhold on pass-through payments. Determine withholding obligation. Apply correct rate. Account to GAZT. Document intermediary role.,Pass-through withholding|Obligation determination|Correct rate|GAZT accounting|Role documentation,A.12.1,PR.IP-1,active,controls_gazt_withholding_tax_complete.csv
ISO_27001,2022,8.14,technology,Redundancy of information processing facilities,التكرار في معدات معالجة المعلومات,Information processing facilities shall be implemented with sufficient redundancy,يجب تطبيق معدات معالجة المعلومات بتكرار كافٍ,preventive,4,Implement redundancy for critical systems. Use clustering load balancing. Eliminate single points of failure.,Redundancy architecture|Clustering|Load balancing|SPOF analysis,A.8.14,PR.PT-5,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.13,technology,Information backup,النسخ الاحتياطي للمعلومات,Backup copies of information shall be maintained,يجب الاحتفاظ بنسخ احتياطية من المعلومات,corrective,4,Backup critical data and systems. Implement 3-2-1 strategy. Automate backups. Test restores.,Backup procedures|Backup schedules|3-2-1 evidence|Restore tests,A.8.13,PR.IP-4,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.12,technology,Data leakage prevention,منع تسرب البيانات,Data leakage prevention measures shall be applied,يجب تطبيق تدابير منع تسرب البيانات,preventive,4,Implement DLP controls. Monitor data exfiltration. Block unauthorized transfers. Alert on violations.,DLP deployment|Monitoring|Blocking rules|Alert configuration,A.8.12,PR.DS-5,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.11,technology,Data masking,إخفاء البيانات,Data masking shall be used according to policy,يجب استخدام إخفاء البيانات حسب السياسة,preventive,3,Mask sensitive data in non-production environments. Use realistic but fictional data. Document masking.,Masking policy|Masked data samples|Non-production data protection,A.8.11,PR.DS-3,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.1,technology,Information deletion,حذف المعلومات,Information stored in systems shall be deleted when no longer required,يجب حذف المعلومات المخزنة في الأنظمة عند عدم الحاجة,corrective,3,Define retention periods. Delete data when no longer needed. Use secure deletion methods. Verify deletion.,Retention schedules|Deletion procedures|Secure deletion methods|Verification,A.8.10,PR.IP-6,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.9,technology,Configuration management,إدارة التكوين,Configurations shall be established documented and controlled,يجب إنشاء توثيق مراقبة التكوينات,preventive,3,Define configuration baselines. Document configurations. Control changes. Audit compliance with baselines.,Configuration baselines|Configuration documentation|Change control|Compliance audits,A.8.9,PR.IP-1,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.8,technology,Management of technical vulnerabilities,إدارة الثغرات التقنية,Information about technical vulnerabilities shall be obtained,يجب الحصول على معلومات حول الثغرات التقنية,detective,3,Monitor vulnerability announcements. Scan for vulnerabilities. Assess risks. Patch critical vulnerabilities promptly.,Vulnerability monitoring|Scan results|Risk assessments|Patching records,A.8.8,DE.CM-8,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.7,technology,Protection against malware,الحماية من البرمجيات الخبيثة,Protection against malware shall be implemented,يجب تطبيق الحماية من البرمجيات الخبيثة,preventive,4,Deploy antivirus/antimalware. Update regularly. Scan all files. Block malicious traffic. Quarantine threats.,Antivirus deployment|Update evidence|Scan results|Threat blocking|Quarantine,A.8.7,DE.CM-4,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.6,technology,Capacity management,إدارة السعة,Use of resources shall be monitored and adjusted,يجب مراقبة وتعديل استخدام الموارد,preventive,2,Monitor resource utilization. Forecast capacity needs. Plan upgrades. Optimize performance.,Capacity monitoring|Forecasts|Upgrade plans|Performance optimization,A.8.6,PR.PT-5,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.5,technology,Secure authentication,المصادقة الآمنة,Secure authentication technologies shall be implemented,يجب تطبيق تقنيات المصادقة الآمنة,preventive,4,Implement strong authentication. Use MFA for sensitive access. Enforce password complexity. Support SSO.,MFA implementation|Password policies|SSO configuration,A.8.5,PR.AC-7,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.4,technology,Access to source code,الوصول إلى كود المصدر,Access to source code shall be controlled,يجب التحكم في الوصول إلى كود المصدر,preventive,3,Restrict source code access. Use version control with authentication. Log access. Separate dev/prod.,Source control|Access restrictions|Access logs|Environment separation,A.8.4,PR.AC-4,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.3,technology,Information access restriction,تقييد الوصول للمعلومات,Access to information and other associated assets shall be restricted,يجب تقييد الوصول إلى المعلومات والموارد,preventive,3,Implement access controls. Grant based on need-to-know. Use RBAC. Review access regularly.,Access control implementation|RBAC|Access reviews|Need-to-know justifications,A.8.3,PR.AC-4,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.2,technology,Privileged access rights,الحقوق المتميزة,Allocation and use of privileged access rights shall be restricted,يجب تقييد تخصيص واستخدام حقوق الوصول المميزة,preventive,4,Restrict privileged access. Use separate admin accounts. Require additional authentication. Monitor privileged use.,Privileged access policy|Admin accounts|MFA for privileged|Monitoring,A.8.2,PR.AC-4,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.14,physical,Secure disposal or re-use of equipment,التخلص الآمن أو إعادة استخدام المعدات,All items of equipment shall be verified to ensure data is removed,يجب التحقق من حذف البيانات من المعدات قبل التخلص منها,corrective,3,Wipe or destroy storage media before disposal. Use certified methods. Verify data removal. Document disposal.,Data wiping procedures|Destruction methods|Verification|Disposal certificates,A.7.14,PR.IP-6,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.13,physical,Equipment maintenance,صيانة المعدات,Equipment shall be maintained correctly,يجب صيانة المعدات بشكل صحيح,corrective,2,Maintain equipment per manufacturer specs. Use authorized service providers. Log maintenance. Supervise.,Maintenance schedules|Service contracts|Maintenance logs|Supervision records,A.7.13,PR.MA-1,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,6.7,people,Remote working,العمل عن بعد,Security measures shall be implemented when personnel work remotely,يجب تطبيق تدابير أمنية عندما يعمل الموظفون عن بعد,preventive,3,Define remote work policy. Require VPN. Encrypt devices. Control access. Provide secure equipment.,Remote work policy|VPN requirement|Device encryption|Secure equipment,A.6.7,PR.AC-5,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,6.8,people,Information security event reporting,الإبلاغ عن أحداث أمن المعلومات,Personnel shall report observed information security events,يجب على الموظفين الإبلاغ عن أحداث أمن المعلومات الملحوظة,detective,2,Establish reporting channels. Encourage reporting. Protect reporters. Provide clear procedures.,Reporting procedures|Reporting channels|Event reports|Protection policy,A.6.8,RS.CO-2,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.1,physical,Physical security perimeters,المحيطات الفيزيائية الأمنية,Security perimeters shall be defined and protected,يجب تحديد وحماية المحيطات الأمنية,preventive,3,Define security perimeters. Protect with barriers. Control entry points. Monitor perimeter.,Perimeter definition|Physical barriers|Access control|Monitoring,A.7.1,PR.PT-2,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.2,physical,Physical entry,الدخول الفيزيائي,Secure areas shall be protected by appropriate entry controls,يجب حماية المناطق الآمنة بضوابط دخول مناسبة,preventive,3,Implement entry controls: badges biometrics guards. Log entries. Escort visitors. Review access.,Access control systems|Entry logs|Visitor management|Access reviews,A.7.2,PR.PT-2,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.3,physical,Securing offices rooms and facilities,تأمين المكاتب والغرف والمرافق,Physical security for offices rooms and facilities shall be designed,يجب تصميم الأمن الفيزيائي للمكاتب والغرف والمرافق,preventive,3,Design physical security. Protect based on classification. Lock offices. Secure server rooms. Control access.,Security design|Office locks|Server room security|Access controls,A.7.3,PR.PT-2,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.4,physical,Physical security monitoring,مراقبة الأمن الفيزيائي,Premises shall be continuously monitored for unauthorized physical access,يجب مراقبة المباني بشكل مستمر من الوصول الفيزيائي غير المصرح,detective,3,Install CCTV. Monitor continuously. Record footage. Retain recordings. Review incidents.,CCTV installation|Monitoring procedures|Recording retention|Incident reviews,A.7.4,DE.CM-2,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.16,technology,Monitoring activities,أنشطة المراقبة,Networks systems and applications shall be monitored,يجب مراقبة الشبكات والأنظمة والتطبيقات,detective,3,Monitor for anomalies intrusions performance issues. Generate alerts. Investigate incidents.,Monitoring tools|Alert configuration|Investigation procedures,A.8.16,DE.CM-1,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.5,physical,Protection against physical and environmental threats,الحماية من التهديدات الفيزيائية والبيئية,Protection against physical and environmental threats shall be designed,يجب الحماية من التهديدات الفيزيائية والبيئية,preventive,3,Protect against fire flood power failure environmental threats. Install fire suppression UPS climate control.,Threat assessment|Fire suppression|UPS|Climate control|Environmental monitoring,A.7.5,PR.PT-1,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.7,physical,Clear desk and clear screen,المكتب الواضح والشاشة الواضحة,Clear desk and clear screen rules shall be applied,يجب تطبيق قاعدة المكتب الواضح والشاشة الواضحة,preventive,2,Implement clear desk policy. Lock documents when unattended. Lock screens. Shred confidential waste.,Clear desk policy|Screen lock settings|Document storage|Shredding,A.7.7,PR.IP-3,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.8,physical,Equipment siting and protection,موقع واقي المعدات,Equipment shall be protected from physical and environmental threats,يجب حماية المعدات من التهديدات الفيزيائية والبيئية,preventive,3,Site equipment appropriately. Protect from hazards. Use racks cabinets. Secure cabling.,Equipment placement|Hazard protection|Racks and cabinets|Cable security,A.7.8,PR.PT-1,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.9,physical,Security of assets off-premises,أمن الأصول خارج المبنى,Assets off-premises shall be protected,يجب حماية الأصول خارج المبنى,preventive,3,Protect mobile devices and equipment outside premises. Require encryption. Use VPN. Track assets.,Mobile device policy|Encryption requirement|VPN use|Asset tracking,A.7.9,PR.DS-3,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.11,physical,Supporting utilities,المرافق الداعمة,Information processing facilities shall be protected from power failures,يجب حماية معدات المعلومات من انقطاع الكهرباء وغيرها,preventive,3,Install UPS for critical systems. Provide backup generators. Test regularly. Monitor power quality.,UPS installation|Backup generators|Test results|Power monitoring,A.7.11,PR.PT-5,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.12,physical,Cabling security,أمن الكابلات,Cables shall be protected from interception or damage,يجب حماية الكابلات من الاعتراض أو الضرر,preventive,3,Protect network and power cables. Use conduits. Avoid unauthorized access. Label cables. Separate power/data.,Cable protection|Conduits|Access prevention|Labeling|Separation,A.7.12,PR.PT-1,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,7.6,physical,Working in secure areas,العمل في المناطق الآمنة,Security measures for working in secure areas shall be designed,يجب تصميم وتطبيق تدابير أمنية للعمل في المناطق الآمنة,preventive,2,Define secure area work procedures. Restrict unsupervised access. Prohibit devices. Log activities.,Secure area procedures|Access restrictions|Device prohibition|Activity logs,A.7.6,PR.PT-2,active,controls_iso27001_2022_complete.csv
ISO31000,2018,6.4,framework,Implementation,التنفيذ,Implement risk management,تنفيذ إدارة المخاطر,preventive,4,Implement risk management framework. Develop implementation plan. Apply process. Ensure ownership. Provide training. Enable implementation.,Framework implementation|Plan development|Process application|Ownership assurance|Training provision|Implementation enabling,A.5.1,PR.IP-1,active,controls_iso31000_2018_complete.csv
ISO_27001,2022,8.17,technology,Clock synchronization,مزامنة الساعة,Clocks of information processing systems shall be synchronized,يجب مزامنة ساعات أنظمة معالجة المعلومات,preventive,2,Synchronize clocks using NTP. Use authoritative time source. Verify synchronization. Log time changes.,NTP configuration|Time source|Sync verification|Time change logs,A.8.17,DE.AE-3,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.19,technology,Installation of software on operational systems,تثبيت البرامج على الأنظمة التشغيلية,Procedures shall be in place to control software installation,يجب وضع إجراءات للتحكم في تثبيت البرامج,preventive,3,Control software installation. Require approval. Test before deployment. Use application whitelisting.,Installation approval process|Testing procedures|Application whitelisting,A.8.19,PR.IP-3,active,controls_iso27001_2022_complete.csv
ISO31000,2018,6.3.4,framework,Resources,الموارد,Allocate resources,تخصيص الموارد,preventive,3,Allocate appropriate resources to risk management. Provide people expertise time budget technology. Ensure adequacy. Enable effectiveness.,Resource allocation|People/expertise/time/budget/technology provision|Adequacy assurance|Effectiveness enabling,A.5.1,ID.GV-2,active,controls_iso31000_2018_complete.csv
ISO31000,2018,6.3.3,framework,Roles,الأدوار,Assign roles and responsibilities,تحديد الأدوار والمسؤوليات,preventive,3,Assign organizational roles authorities and responsibilities. Define governance structure. Assign risk ownership. Delegate authority. Enable accountability.,Role/authority/responsibility assignment|Structure definition|Risk ownership|Authority delegation|Accountability enabling,A.5.1,ID.GV-3,active,controls_iso31000_2018_complete.csv
ISO31000,2018,6.3.2,framework,Commitment,الالتزام,Articulate commitment,توضيح الالتزام,preventive,3,Articulate risk management commitment. Define policy. Establish objectives. Assign accountability. Allocate resources. Communicate commitment.,Commitment articulation|Policy definition|Objective establishment|Accountability assignment|Resource allocation|Commitment communication,A.5.1,ID.GV-2,active,controls_iso31000_2018_complete.csv
ISO31000,2018,6.3.1,framework,Understand Organization,فهم المنظمة,Understand organization and context,فهم المنظمة وسياقها,detective,2,Understand organization and its context. Examine internal external environment. Identify stakeholders. Define objectives. Assess culture.,Organization/context understanding|Internal/external examination|Stakeholder identification|Objective definition|Culture assessment,A.5.1,ID.BE-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,6.3,framework,Framework Design,التصميم,Design RM framework,تصميم إطار إدارة المخاطر,preventive,3,Design risk management framework. Understand organization and context. Articulate commitment. Assign roles. Allocate resources. Establish communication.,Framework design|Organization/context understanding|Commitment articulation|Role assignment|Resource allocation|Communication establishment,A.5.1,ID.GV-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,6.2,framework,Integration,التكامل,Integrate risk management,دمج إدارة المخاطر,preventive,4,Integrate risk management throughout organization. Embed in all processes. Include in decision-making. Align with objectives. Enable integration.,RM integration|Process embedding|Decision inclusion|Objective alignment|Integration enabling,A.5.1,ID.GV-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,6.1,framework,Leadership and Commitment,القيادة والالتزام,Management leadership and commitment,قيادة والتزام الإدارة,preventive,4,Ensure management demonstrates leadership and commitment to risk management. Integrate into governance. Allocate resources. Communicate importance. Set direction.,Leadership/commitment demonstration|Governance integration|Resource allocation|Importance communication|Direction setting,A.5.1,ID.GV-3,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.9,principles,Continual Improvement,التحسين المستمر,Continual improvement,التحسين المستمر,preventive,3,Continually improve risk management. Learn from experience. Share knowledge. Develop capabilities. Enhance effectiveness.,RM improvement|Experience learning|Knowledge sharing|Capability development|Effectiveness enhancement,A.5.1,PR.IP-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.8,principles,Human Factors,العوامل البشرية,Human and cultural factors,العوامل البشرية والثقافية,preventive,2,Consider human and cultural factors. Recognize capabilities perceptions. Address culture. Enable behavioral aspects. Support risk culture.,Human/cultural consideration|Capability/perception recognition|Culture addressing|Behavioral enabling|Risk culture support,A.6.1,PR.AT-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.7,principles,Best Information,أفضل المعلومات,Use best available information,استخدام أفضل المعلومات,detective,3,Base risk management on best available information. Use historical data. Consider forecasts. Recognize limitations. Update as information improves.,Best information usage|Historical data|Forecast consideration|Limitation recognition|Information updates,A.5.1,ID.RM-2,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.6,principles,Dynamic,الديناميكية,Dynamic nature,الطبيعة الديناميكية,detective,3,Recognize risks change over time. Monitor changes. Anticipate emerging risks. Respond to events. Update continuously.,Change recognition|Change monitoring|Risk anticipation|Event response|Continuous updates,A.5.1,DE.CM-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.5,principles,Inclusiveness,الشمولية,Inclusive participation,المشاركة الشاملة,preventive,2,Ensure appropriate and timely involvement of stakeholders. Involve relevant parties. Enable diverse perspectives. Consider knowledge. Improve buy-in.,Appropriate/timely involvement|Relevant party involvement|Perspective diversity|Knowledge consideration|Buy-in improvement,A.5.1,ID.GV-3,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.4,principles,Customization,التخصيص,Customize risk management,تخصيص إدارة المخاطر,preventive,2,Customize risk management to context and objectives. Tailor to organization. Consider internal external factors. Align with scope. Enable appropriateness.,Context/objective customization|Organization tailoring|Factor consideration|Scope alignment|Appropriateness enabling,A.5.1,ID.RM-2,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.3,principles,Structured Process,المنهجية,Structured and comprehensive process,عملية منهجية وشاملة,preventive,3,Apply structured comprehensive approach to risk management. Use consistent methodology. Enable comparable results. Improve effectiveness. Document process.,Structured/comprehensive approach|Consistent methodology|Comparable results|Effectiveness improvement|Process documentation,A.5.1,ID.RM-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.2,principles,Integration,التكامل,Integrate risk management,دمج إدارة المخاطر,preventive,4,Integrate risk management into all activities. Embed in governance. Include in processes. Align with culture. Enable holistic approach.,RM integration|Governance embedding|Process inclusion|Culture alignment|Holistic enabling,A.5.1,ID.GV-1,active,controls_iso31000_2018_complete.csv
ISO31000,2018,5.1,principles,Value Creation,القيمة,Create and protect value,خلق وحماية القيمة,preventive,3,Ensure risk management creates and protects value. Contribute to objectives. Improve performance. Encourage innovation. Support decision-making.,Value creation/protection|Objective contribution|Performance improvement|Innovation encouragement|Decision support,A.5.1,ID.RM-1,active,controls_iso31000_2018_complete.csv
ISO_27001,2022,8.34,technology,Protection of information systems during audit testing,حماية أنظمة المعلومات أثناء اختبار التدقيق,Audit tests shall be planned and agreed,يجب التخطيط للاختبارات التدقيقية والاتفاق عليها,detective,2,Plan audit tests. Obtain approvals. Minimize impact. Use read-only access where possible. Monitor audit activities.,Audit test plans|Approvals|Impact minimization|Audit monitoring,A.8.34,DE.CM-1,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.21,technology,Security of network services,أمن خدمات الشبكة,Security mechanisms shall be identified implemented and monitored,يجب تحديد وتنفيذ ومراقبة آليات الأمن,preventive,3,Secure network services. Define security requirements. Implement controls. Monitor compliance.,Network service security requirements|Controls implementation|Monitoring,A.8.21,PR.AC-5,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.22,technology,Segregation of networks,فصل الشبكات,Groups of information services shall be segregated,يجب فصل مجموعات خدمات المعلومات,preventive,3,Segment networks by security zone: internet DMZ internal. Use VLANs firewalls. Control inter-zone traffic.,Network segmentation design|VLANs|Firewall rules|Zone definitions,A.8.22,PR.AC-5,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.23,technology,Web filtering,تصفية الويب,Access to external websites shall be managed,يجب إدارة الوصول إلى مواقع الويب الخارجية,preventive,3,Implement web filtering. Block malicious and inappropriate sites. Log web access. Monitor for threats.,Web filtering deployment|Blocked categories|Access logs|Threat monitoring,A.8.23,DE.CM-4,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.24,technology,Use of cryptography,استخدام التشفير,Rules for use of cryptography shall be defined and implemented,يجب تحديد وتنفيذ قواعد لاستخدام التشفير,preventive,3,Define cryptographic policy. Specify approved algorithms. Encrypt data at rest and in transit.,Cryptographic policy|Approved algorithms|Encryption implementation,A.8.24,PR.DS-1,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.25,technology,Secure development lifecycle,دورة حياة تطوير آمنة,Rules for secure development of software and systems shall be established,يجب وضع قواعد لتطوير البرامج والأنظمة الآمنة,preventive,3,Implement secure SDLC. Include security in all phases. Conduct security reviews. Train developers.,Secure SDLC procedures|Security gates|Developer training,A.8.25,PR.IP-2,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.18,technology,Use of privileged utility programs,استخدام البرامج المميزة,Use of utility programs that might override controls shall be restricted,يجب تقييد استخدام برامج المساعدة التي قد تتجاوز الضوابط,preventive,3,Restrict privileged utility use. Require approval. Log usage. Separate from production systems.,Utility access restrictions|Approval process|Usage logs|Separation,A.8.18,PR.AC-4,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.26,technology,Application security requirements,متطلبات أمن التطبيق,Information security requirements shall be identified and integrated,يجب تحديد متطلبات أمن المعلومات ودمجها,preventive,3,Define application security requirements. Include in design. Implement security controls. Test thoroughly.,Security requirements|Design documentation|Control implementation|Security testing,A.8.26,PR.IP-2,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.28,technology,Secure coding,الترميز الآمن,Secure coding principles shall be applied,يجب تطبيق مبادئ الترميز الآمن,preventive,4,Define secure coding standards. Avoid common vulnerabilities (OWASP Top 10). Conduct code reviews. Use SAST.,Coding standards|OWASP compliance|Code reviews|SAST results,A.8.28,PR.IP-2,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.29,technology,Security testing in development and acceptance,اختبار الأمن في التطوير والقبول,Security testing processes shall be defined and implemented,يجب تحديد وتنفيذ عمليات اختبار الأمن,detective,4,Test security in development and acceptance. Perform functional security testing vulnerability assessment penetration testing.,Security test plans|Test results|Vulnerability scans|Penetration tests,A.8.29,DE.CM-4,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.31,technology,Separation of development test and production environments,فصل بيئات التطوير والاختبار والإنتاج,Development test and production environments shall be separated,يجب فصل بيئات التطوير والاختبار والإنتاج,preventive,3,Maintain separate environments. Restrict production access. Use test data in non-production. Control migration.,Environment separation|Access restrictions|Test data policy|Migration controls,A.8.31,PR.IP-1,active,controls_iso27001_2022_complete.csv
